time_s,temp_C
67.06,25.41
67.56,25.26
68.06,25.36
68.56,25.33
69.06,25.42
69.56,25.63
70.06,25.47
70.56,25.70
71.06,25.41
71.56,25.60
72.06,25.48
72.56,25.58
73.06,25.76
73.56,25.79
74.06,25.75
74.56,25.87
75.06,25.83
75.56,26.06
76.06,25.68
76.56,25.98
77.06,25.82
77.56,25.83
78.06,26.08
78.56,26.07
79.06,26.15
79.56,25.90
80.06,26.27
80.56,26.36
81.06,26.16
81.56,26.22
82.06,26.15
82.56,26.32
83.06,26.25
83.56,26.55
84.06,26.22
84.56,26.54
85.06,26.61
85.56,26.39
86.06,26.38
86.56,26.75
87.06,26.61
87.56,26.77
88.06,26.94
88.56,26.74
89.06,26.69
89.56,27.20
90.06,26.65
90.56,27.04
91.06,26.92
91.56,26.90
92.06,26.96
92.56,26.88
93.06,26.96
93.56,27.09
94.06,27.10
94.56,27.05
95.06,27.41
95.56,27.12
96.06,27.11
96.56,27.37
97.06,27.49
97.56,27.45
98.06,27.55
98.56,27.34
99.06,27.56
99.56,27.63
100.06,27.45
100.56,27.69
101.06,27.65
101.56,28.19
102.06,27.94
102.56,27.63
103.06,27.91
103.56,27.67
104.06,27.76
104.56,27.81
105.06,28.00
105.56,27.93
106.06,28.00
106.56,28.03
107.06,28.40
107.56,28.19
108.06,28.21
108.56,28.26
109.06,28.29
109.56,28.29
110.06,28.11
110.56,28.60
111.06,28.49
111.56,28.39
112.06,28.28
112.56,28.82
113.06,28.47
113.56,28.52
114.06,28.56
114.56,28.54
115.06,28.80
115.56,28.75
116.06,28.80
116.56,28.79
117.06,28.93
117.56,29.09
118.06,29.07
118.56,28.80
119.06,28.78
119.56,28.91
120.06,29.07
120.56,29.02
121.06,29.01
121.56,29.04
122.06,28.78
122.56,29.26
123.06,29.39
123.56,29.22
124.06,29.23
124.56,29.29
125.06,29.16
125.56,29.48
126.06,29.61
126.56,29.40
127.06,29.41
127.56,29.74
128.06,29.66
128.56,29.88
129.06,29.85
129.56,29.80
130.06,29.73
130.56,29.82
131.06,29.74
131.56,29.93
132.06,29.99
132.56,29.95
133.06,30.06
133.56,29.92
134.06,30.12
134.56,29.91
135.06,29.90
135.56,29.89
136.06,30.04
136.56,30.09
137.06,30.27
137.56,30.35
138.06,30.46
138.56,30.36
139.06,30.21
139.56,30.41
140.06,30.21
140.56,30.42
141.06,30.37
141.56,30.73
142.06,30.61
142.56,30.69
143.06,30.92
143.56,30.76
144.06,30.57
144.56,30.54
145.06,30.87
145.56,30.83
146.06,30.90
146.56,30.68
147.06,30.95
147.56,30.92
148.06,30.96
148.56,30.99
149.06,31.14
149.56,31.08
150.06,30.95
150.56,30.94
151.06,31.18
151.56,31.15
152.06,31.17
152.56,31.53
153.06,31.60
153.56,31.39
154.06,31.49
154.56,31.73
155.06,31.40
155.56,31.51
156.06,31.71
156.56,31.35
157.06,31.60
157.56,31.74
158.06,31.97
158.56,31.72
159.06,31.68
159.56,31.84
160.06,31.97
160.56,32.12
161.06,31.81
161.56,32.28
162.06,32.01
162.56,32.05
163.06,32.00
163.56,31.87
164.06,32.12
164.56,32.32
165.06,32.04
165.56,32.05
166.06,32.19
166.56,32.17
167.06,32.28
167.56,32.22
168.06,32.23
168.56,32.28
169.06,32.53
169.56,32.48
170.06,32.43
170.56,32.43
171.06,32.48
171.56,32.52
172.06,32.77
172.56,32.52
173.06,32.59
173.56,32.62
174.06,32.72
174.56,32.89
175.06,32.74
175.56,32.68
176.06,32.81
176.56,32.90
177.06,32.82
177.56,32.97
178.06,32.82
178.56,32.97
179.06,33.02
179.56,33.07
180.06,33.05
180.56,33.01
181.06,33.23
181.56,33.38
182.06,33.23
182.56,33.42
183.06,33.27
183.56,33.37
184.06,33.44
184.56,33.30
185.06,33.31
185.56,33.38
186.06,33.41
186.56,33.59
187.06,33.59
187.56,33.40
188.06,33.57
188.56,33.70
189.06,33.70
189.56,33.60
190.06,33.72
190.56,33.82
191.06,33.80
191.56,33.67
192.06,33.83
192.56,34.02
193.06,34.02
193.56,33.84
194.06,34.00
194.56,34.09
195.06,33.95
195.56,33.91
196.06,34.24
196.56,34.10
197.06,34.25
197.56,34.12
198.06,34.15
198.56,34.41
199.06,34.33
199.56,34.24
200.06,34.46
200.56,34.31
201.06,34.40
201.56,34.31
202.06,34.42
202.56,34.39
203.06,34.46
203.56,34.86
204.06,34.48
204.56,34.63
205.06,34.34
205.56,34.43
206.06,34.75
206.56,35.01
207.06,34.93
207.56,35.04
208.06,34.78
208.56,34.65
209.06,34.86
209.56,34.88
210.06,35.04
210.56,34.93
211.06,34.90
211.56,34.95
212.06,34.90
212.56,35.14
213.06,35.15
213.56,35.33
214.06,35.06
214.56,35.17
215.06,35.16
215.56,35.34
216.06,35.26
216.56,35.27
217.06,35.35
217.56,35.50
218.06,35.55
218.56,35.51
219.06,35.41
219.56,35.53
220.06,35.36
220.56,35.45
221.06,35.67
221.56,35.91
222.06,35.64
222.56,35.70
223.06,35.62
223.56,35.56
224.06,35.79
224.56,35.86
225.06,35.83
225.56,35.89
226.06,35.87
226.56,35.89
227.06,36.12
227.56,35.99
228.06,36.02
228.56,36.21
229.06,36.13
229.56,36.06
230.06,35.98
230.56,36.19
231.06,36.22
231.56,36.22
232.06,36.38
232.56,36.13
233.06,36.35
233.56,36.34
234.06,36.35
234.56,36.13
235.06,36.40
235.56,36.58
236.06,36.54
236.56,36.58
237.06,36.51
237.56,36.53
238.06,36.65
238.56,36.71
239.06,36.48
239.56,36.63
240.06,36.67
240.56,36.89
241.06,36.84
241.56,36.72
242.06,36.91
242.56,36.71
243.06,36.89
243.56,36.70
244.06,36.85
244.56,37.03
245.06,37.14
245.56,36.91
246.06,37.03
246.56,37.20
247.06,36.91
247.56,37.20
248.06,36.99
248.56,37.29
249.06,37.22
249.56,37.36
250.06,37.24
250.56,37.29
251.06,37.58
251.56,37.39
252.06,37.27
252.56,37.24
253.06,37.41
253.56,37.50
254.06,37.53
254.56,37.50
255.06,37.55
255.56,37.60
256.06,37.47
256.56,37.71
257.06,37.69
257.56,37.49
258.06,37.59
258.56,37.69
259.06,37.76
259.56,37.92
260.06,37.72
260.56,37.77
261.06,38.00
261.56,37.97
262.06,38.04
262.56,38.08
263.06,37.95
263.56,37.82
264.06,37.98
264.56,38.02
265.06,38.37
265.56,38.21
266.06,37.98
266.56,38.44
267.06,38.09
267.56,38.28
268.06,38.21
268.56,38.11
269.06,38.45
269.56,38.26
270.06,38.31
270.56,38.21
271.06,38.48
271.56,38.46
272.06,38.36
272.56,38.53
273.06,38.56
273.56,38.41
274.06,38.45
274.56,38.54
275.06,38.42
275.56,38.72
276.06,38.72
276.56,38.85
277.06,38.76
277.56,38.71
278.06,38.80
278.56,38.94
279.06,38.89
279.56,38.77
280.06,39.01
280.56,38.96
281.06,38.92
281.56,38.72
282.06,39.13
282.56,39.04
283.06,38.86
283.56,38.98
284.06,39.00
284.56,39.01
285.06,39.20
285.56,39.08
286.06,39.20
286.56,39.40
287.06,39.08
287.56,39.75
288.06,39.45
288.56,39.24
289.06,39.22
289.56,39.37
290.06,39.61
290.56,39.25
291.06,39.48
291.56,39.50
292.06,39.42
292.56,39.42
293.06,39.50
293.56,39.61
294.06,39.69
294.56,39.56
295.06,39.76
295.56,39.73
296.06,39.74
296.56,39.62
297.06,39.71
297.56,39.75
298.06,39.81
298.56,39.76
299.06,39.67
299.56,39.72
300.06,39.96
300.56,40.01
301.06,40.29
301.56,40.00
302.06,39.97
302.56,39.73
303.06,40.27
303.56,39.98
304.06,40.06
304.56,40.10
305.06,39.91
305.56,40.24
306.06,40.21
306.56,40.28
307.06,40.14
307.56,40.14
308.06,40.28
308.56,40.38
309.06,40.48
309.56,40.37
310.06,40.16
310.56,40.58
311.06,40.36
311.56,40.37
312.06,40.43
312.56,40.53
313.06,40.48
313.56,40.52
314.06,40.52
314.56,40.63
315.06,40.64
315.56,40.57
316.06,40.86
316.56,40.58
317.06,40.78
317.56,40.80
318.06,40.79
318.56,40.73
319.06,40.74
319.56,40.67
320.06,40.71
320.56,40.91
321.06,40.99
321.56,40.90
322.06,41.09
322.57,40.80
323.06,40.99
323.56,41.07
324.06,41.05
324.57,40.89
325.06,40.93
325.56,41.13
326.06,40.96
326.57,41.15
327.06,41.05
327.56,41.31
328.06,41.14
328.57,41.26
329.06,41.16
329.56,41.08
330.06,41.52
330.56,41.39
331.06,41.31
331.56,41.52
332.06,41.33
332.56,41.42
333.06,41.14
333.56,41.33
334.06,41.45
334.56,41.39
335.06,41.54
335.56,41.66
336.06,41.60
336.56,41.72
337.06,41.66
337.56,41.69
338.06,41.51
338.56,41.62
339.06,41.69
339.56,41.67
340.06,41.56
340.56,41.52
341.06,41.77
341.56,41.65
342.06,41.87
342.56,41.99
343.06,41.84
343.56,41.98
344.06,41.76
344.56,41.92
345.06,42.10
345.56,41.74
346.06,41.96
346.56,42.03
347.06,42.00
347.56,42.15
348.06,42.02
348.56,42.06
349.06,41.98
349.56,42.12
350.06,42.10
350.56,42.18
351.06,42.08
351.56,42.08
352.06,42.22
352.56,42.07
353.06,42.16
353.56,42.33
354.06,42.28
354.56,42.26
355.06,42.35
355.56,42.31
356.06,42.65
356.56,42.38
357.06,42.31
357.56,42.40
358.06,42.65
358.56,42.07
359.06,42.44
359.56,42.45
360.06,42.54
360.56,42.38
361.06,42.66
361.56,42.57
362.06,42.69
362.56,42.56
363.06,42.59
363.56,42.46
364.06,42.56
364.56,42.77
365.06,42.84
365.56,42.63
366.06,42.87
366.56,42.85
367.06,42.57
367.56,42.87
368.06,42.89
368.56,42.65
369.06,42.80
369.56,42.64
370.06,42.53
370.56,42.67
371.06,42.97
371.56,42.85
372.06,43.19
372.56,43.05
373.06,43.21
373.56,43.04
374.06,43.10
374.56,43.30
375.06,42.93
375.56,43.43
376.06,43.34
376.56,43.29
377.06,43.26
377.56,42.91
378.06,43.24
378.56,43.22
379.06,43.21
379.56,43.32
380.06,43.49
380.56,43.14
381.06,43.37
381.56,43.56
382.06,43.39
382.56,43.28
383.06,43.38
383.56,43.55
384.06,43.58
384.56,43.40
385.06,43.51
385.56,43.51
386.06,43.47
386.56,43.70
387.06,43.67
387.56,43.62
388.06,43.63
388.56,43.78
389.06,43.75
389.56,43.69
390.06,43.59
390.56,43.82
391.06,43.71
391.56,43.96
392.06,43.80
392.56,43.77
393.06,43.78
393.56,43.82
394.06,43.95
394.56,43.94
395.06,43.98
395.56,44.07
396.06,43.92
396.56,44.09
397.06,43.90
397.56,44.10
398.06,44.09
398.56,44.01
399.06,44.29
399.56,44.17
400.06,44.08
400.56,44.16
401.06,44.15
401.56,44.26
402.06,44.26
402.56,44.08
403.06,44.15
403.56,44.42
404.06,44.24
404.56,44.45
405.06,44.48
405.56,44.25
406.06,44.19
406.56,44.63
407.06,44.30
407.56,44.44
408.06,44.69
408.56,44.57
409.06,44.28
409.56,44.35
410.06,44.66
410.56,44.54
411.06,44.51
411.56,44.28
412.06,44.64
412.56,44.65
413.06,44.53
413.56,44.88
414.06,45.01
414.56,44.57
415.06,44.78
415.56,44.70
416.06,44.94
416.56,44.68
417.06,44.79
417.56,44.62
418.06,44.83
418.56,44.85
419.06,44.80
419.56,44.93
420.06,44.88
420.56,44.91
421.06,44.83
421.56,44.91
422.06,44.98
422.56,45.18
423.06,44.94
423.56,44.98
424.06,45.03
424.56,44.96
425.06,45.04
425.56,44.92
426.06,44.95
426.56,45.05
427.06,45.06
427.56,45.18
428.06,45.15
428.56,45.21
429.06,45.13
429.56,45.22
430.06,45.23
430.56,45.28
431.06,45.21
431.56,45.16
432.06,45.15
432.56,45.49
433.06,45.30
433.56,45.42
434.06,45.27
434.56,45.29
435.06,45.36
435.56,45.31
436.06,45.36
436.56,45.29
437.06,45.56
437.56,45.52
438.06,45.60
438.56,45.36
439.06,45.55
439.56,45.61
440.06,45.60
440.56,45.53
441.06,45.54
441.56,45.66
442.06,45.41
442.56,45.64
443.06,45.73
443.56,45.71
444.06,45.73
444.56,45.58
445.06,45.86
445.56,45.88
446.06,45.69
446.56,45.86
447.06,45.68
447.56,45.76
448.06,45.75
448.56,45.89
449.06,45.91
449.56,45.88
450.06,45.91
450.56,45.85
451.06,45.88
451.56,46.09
452.06,46.00
452.56,45.92
453.06,45.92
453.56,45.84
454.06,46.13
454.56,46.06
455.06,45.96
455.56,45.89
456.06,46.02
456.56,46.17
457.06,45.83
457.56,46.32
458.06,46.05
458.56,46.13
459.06,46.14
459.56,46.16
460.06,46.35
460.56,46.10
461.06,46.19
461.56,46.35
462.06,46.28
462.56,46.25
463.06,46.27
463.56,46.44
464.06,46.26
464.56,46.30
465.06,46.47
465.56,46.49
466.06,46.38
466.56,46.30
467.06,46.53
467.56,46.49
468.06,46.46
468.56,46.39
469.06,46.35
469.56,46.48
470.06,46.58
470.56,46.45
471.06,46.48
471.56,46.55
472.06,46.59
472.56,46.65
473.06,46.69
473.56,46.47
474.06,46.61
474.56,46.62
475.06,46.73
475.56,46.68
476.06,46.66
476.56,46.69
477.06,46.75
477.56,46.84
478.06,46.64
478.56,46.76
479.06,46.74
479.56,46.81
480.06,46.73
480.56,46.78
481.06,46.74
481.56,46.80
482.06,46.78
482.56,46.92
483.06,46.81
483.56,46.93
484.06,46.96
484.56,47.03
485.06,47.00
485.56,46.94
486.06,46.90
486.56,46.91
487.06,46.78
487.56,47.04
488.06,46.97
488.56,47.00
489.06,46.92
489.56,47.07
490.06,46.91
490.56,47.11
491.06,46.97
491.56,47.11
492.06,47.16
492.56,47.32
493.06,47.19
493.56,47.13
494.06,47.31
494.56,47.20
495.06,47.26
495.56,47.29
496.06,47.26
496.56,47.26
497.06,47.33
497.56,47.34
498.06,47.28
498.56,47.31
499.06,47.29
499.56,47.21
500.06,47.33
500.56,47.19
501.06,47.50
501.56,47.44
502.06,47.46
502.56,47.53
503.06,47.58
503.56,47.55
504.06,47.50
504.56,47.18
505.06,47.43
505.56,47.43
506.06,47.62
506.56,47.60
507.06,47.54
507.56,47.56
508.06,47.71
508.56,47.61
509.06,47.65
509.56,47.51
510.06,47.78
510.56,47.61
511.06,47.83
511.56,47.53
512.06,47.53
512.56,47.70
513.06,47.74
513.56,47.85
514.06,47.92
514.56,47.87
515.06,47.62
515.56,47.67
516.06,47.68
516.56,47.81
517.06,47.84
517.56,47.85
518.06,47.90
518.56,47.95
519.06,47.93
519.56,47.84
520.06,47.67
520.56,48.09
521.06,48.00
521.56,48.01
522.06,47.99
522.56,47.96
523.06,48.19
523.56,47.97
524.06,48.03
524.56,47.84
525.06,47.89
525.56,48.28
526.06,48.02
526.56,48.05
527.06,48.04
527.56,48.13
528.06,47.96
528.56,48.25
529.06,48.23
529.56,48.17
530.06,48.26
530.56,48.19
531.06,48.18
531.56,48.15
532.06,48.46
532.56,48.23
533.06,48.06
533.56,48.20
534.06,48.51
534.56,48.26
535.06,48.10
535.56,48.26
536.06,48.29
536.56,48.39
537.06,48.55
537.56,48.38
538.06,48.08
538.56,48.16
539.06,48.38
539.56,48.46
540.06,48.72
540.56,48.40
541.06,48.57
541.56,48.51
542.06,48.58
542.56,48.53
543.06,48.44
543.56,48.31
544.06,48.56
544.56,48.63
545.06,48.67
545.56,48.56
546.06,48.57
546.56,48.59
547.06,48.59
547.56,48.43
548.06,48.82
548.56,48.90
549.06,48.62
549.56,48.44
550.06,48.61
550.56,48.73
551.06,48.77
551.56,48.74
552.06,48.61
552.56,48.83
553.06,48.60
553.56,48.83
554.06,48.72
554.56,48.83
555.06,48.81
555.56,48.79
556.06,49.09
556.56,48.81
557.06,48.67
557.56,48.86
558.06,49.09
558.56,48.85
559.06,48.96
559.56,48.96
560.06,49.21
560.56,48.92
561.06,49.16
561.56,48.84
562.06,48.95
562.56,49.03
563.06,48.97
563.56,49.02
564.06,49.13
564.56,49.45
565.06,49.03
565.56,49.11
566.06,49.15
566.56,48.96
567.06,49.00
567.56,48.96
568.06,49.27
568.56,49.18
569.06,49.25
569.56,49.10
570.06,49.20
570.56,49.28
571.06,49.11
571.56,49.20
572.06,49.05
572.56,49.40
573.06,49.13
573.56,49.15
574.06,49.05
574.56,49.42
575.06,49.28
575.56,49.14
576.06,49.38
576.56,49.34
577.06,49.35
577.56,49.69
578.06,49.33
578.56,49.23
579.06,49.40
579.56,49.44
580.06,49.48
580.56,49.19
581.06,49.57
581.56,49.38
582.06,49.50
582.56,49.39
583.06,49.32
583.56,49.50
584.06,49.43
584.56,49.45
585.06,49.51
585.56,49.60
586.06,49.65
586.56,49.75
587.06,49.43
587.56,49.58
588.06,49.42
588.56,49.34
589.06,49.64
589.56,49.64
590.06,49.66
590.56,49.16
591.06,49.71
591.56,49.65
592.06,49.52
592.56,49.65
593.06,49.61
593.56,49.55
594.06,49.60
594.56,50.05
595.06,49.65
595.56,49.78
596.06,49.98
596.56,49.79
597.06,49.84
597.56,49.85
598.06,49.80
598.56,49.78
599.06,49.61
599.56,49.72
600.06,49.72
600.56,49.87
601.06,49.78
601.56,49.70
602.06,49.81
602.56,50.12
603.06,49.94
603.56,49.76
604.06,50.10
604.56,49.98
605.06,50.12
605.56,50.10
606.06,50.15
606.56,49.95
607.06,49.88
607.56,49.90
608.06,49.93
608.56,49.89
609.06,49.90
609.56,50.15
610.06,50.13
610.56,49.78
611.06,50.02
611.56,50.15
612.06,50.02
612.56,50.17
613.06,50.12
613.56,50.37
614.06,50.10
614.56,50.33
615.06,50.14
615.56,50.04
616.06,50.06
616.56,50.16
617.06,50.29
617.56,50.25
618.06,49.96
618.56,50.22
619.06,50.28
619.56,50.09
620.06,50.19
620.56,50.30
621.06,50.55
621.56,50.32
622.06,50.24
622.56,50.22
623.06,50.23
623.56,50.22
624.06,50.22
624.56,50.56
625.06,50.44
625.56,50.34
626.06,50.37
626.56,50.21
627.06,50.31
627.56,50.33
628.06,50.28
628.56,50.51
629.06,50.37
629.56,50.30
630.06,50.49
630.56,50.49
631.06,50.41
631.56,50.43
632.06,50.49
632.56,50.33
633.06,50.42
633.56,50.36
634.06,50.24
634.56,50.63
635.06,50.61
635.56,50.52
636.06,50.69
636.56,50.55
637.06,50.48
637.56,50.59
638.06,50.64
638.56,50.73
639.06,50.68
639.56,50.64
640.06,50.57
640.56,50.69
641.06,50.55
641.56,50.71
642.06,50.75
642.56,50.71
643.07,50.73
643.56,50.85
644.06,50.71
644.56,50.52
645.07,50.97
645.56,50.64
646.06,50.66
646.56,50.74
647.07,50.62
647.56,50.65
648.06,50.89
648.56,50.91
649.06,50.90
649.56,50.88
650.06,50.82
650.56,50.83
651.06,50.84
651.56,50.75
652.06,50.86
652.56,50.89
653.06,50.88
653.56,50.74
654.06,50.89
654.56,50.76
655.06,51.05
655.56,51.02
656.06,50.86
656.56,50.95
657.06,50.95
657.56,50.93
658.06,50.91
658.56,51.14
659.06,51.10
659.56,50.99
660.06,51.07
660.56,51.07
661.06,51.14
661.56,50.89
662.06,51.26
662.56,51.24
663.06,50.99
663.56,51.06
664.06,51.28
664.56,51.24
665.06,51.29
665.56,51.32
666.06,51.44
666.56,51.28
667.06,51.05
667.56,51.34
668.06,51.27
668.56,51.23
669.06,51.12
669.56,51.36
670.06,51.24
670.56,51.19
671.06,51.35
671.56,51.17
672.06,51.40
672.56,51.18
673.06,51.27
673.56,51.38
674.06,51.22
674.56,51.35
675.06,51.34
675.56,51.50
676.06,51.32
676.56,51.13
677.06,51.68
677.56,51.15
678.06,51.28
678.56,51.45
679.06,51.59
679.56,51.56
680.06,51.37
680.56,51.32
681.06,51.64
681.56,51.31
682.06,51.55
682.56,51.24
683.06,51.51
683.56,51.25
684.06,51.61
684.56,51.48
685.06,51.69
685.56,51.55
686.06,51.52
686.56,51.64
687.06,51.51
687.56,51.69
688.06,51.76
688.56,51.46
689.06,51.55
689.56,51.75
690.06,51.35
690.56,51.71
691.06,51.47
691.56,51.62
692.06,51.34
692.56,51.64
693.06,51.68
693.56,51.58
694.06,51.82
694.56,51.62
695.06,51.70
695.56,51.66
696.06,51.67
696.56,51.78
697.06,51.60
697.56,51.82
698.06,51.73
698.56,51.88
699.06,51.85
699.56,51.92
700.06,51.85
700.56,52.07
701.06,51.88
701.56,51.62
702.06,51.74
702.56,51.81
703.06,51.88
703.56,52.01
704.06,51.84
704.56,51.94
705.06,51.77
705.56,51.89
706.06,51.85
706.56,51.73
707.06,52.14
707.56,51.88
708.06,52.03
708.56,51.89
709.06,51.88
709.56,52.09
710.06,51.93
710.56,51.88
711.06,51.95
711.56,51.91
712.06,51.88
712.56,51.88
713.06,52.03
713.56,51.92
714.06,52.16
714.56,52.03
715.06,51.87
715.56,52.03
716.06,52.16
716.56,52.09
717.06,51.99
717.56,52.05
718.06,52.05
718.56,52.15
719.06,52.21
719.56,52.02
720.06,51.87
720.56,51.88
721.06,52.29
721.56,52.18
722.06,52.13
722.56,52.08
723.06,52.29
723.56,52.32
724.06,52.36
724.56,52.19
725.06,52.30
725.56,52.03
726.06,52.18
726.56,52.31
727.06,52.15
727.56,52.27
728.06,52.29
728.56,52.38
729.06,52.20
729.56,52.33
730.06,52.37
730.56,52.27
731.06,52.29
731.56,52.21
732.06,52.53
732.56,52.45
733.06,52.31
733.56,52.19
734.06,52.44
734.56,52.29
735.06,52.45
735.56,52.20
736.06,52.41
736.56,52.35
737.06,52.52
737.56,52.34
738.06,52.45
738.56,52.41
739.06,52.36
739.56,52.34
740.06,52.52
740.56,52.33
741.06,52.52
741.56,52.41
742.06,52.64
742.56,52.37
743.06,52.37
743.56,52.48
744.06,52.38
744.56,52.62
745.06,52.57
745.56,52.56
746.06,52.56
746.56,52.55
747.06,52.55
747.56,52.65
748.06,52.69
748.56,52.56
749.06,52.56
749.56,52.62
750.06,52.47
750.56,52.74
751.06,52.26
751.56,52.49
752.06,52.46
752.56,52.63
753.06,52.54
753.56,52.62
754.06,52.75
754.56,52.47
755.06,52.53
755.56,52.61
756.06,52.57
756.56,52.53
757.06,52.77
757.56,52.58
758.06,52.73
758.56,52.57
759.06,52.67
759.56,52.78
760.06,52.69
760.56,52.68
761.06,52.75
761.56,52.76
762.06,52.72
762.56,52.77
763.06,52.71
763.56,52.77
764.06,52.83
764.56,52.85
765.06,52.83
765.56,52.79
766.06,52.97
766.56,52.63
767.06,52.69
767.56,52.97
768.06,52.71
768.56,53.03
769.06,52.88
769.56,52.73
770.06,52.76
770.56,52.71
771.06,52.91
771.56,52.85
772.06,52.82
772.56,52.89
773.06,52.90
773.56,52.89
774.06,52.96
774.56,52.91
775.06,53.13
775.56,52.95
776.06,52.83
776.56,52.80
777.06,52.85
777.56,52.94
778.06,53.01
778.56,53.00
779.06,52.95
779.56,52.96
780.06,53.10
780.56,52.92
781.06,52.87
781.56,53.08
782.06,53.20
782.56,53.05
783.06,53.00
783.56,53.02
784.06,53.02
784.56,53.27
785.06,53.13
785.56,53.08
786.06,52.89
786.56,52.88
787.06,53.05
787.56,53.09
788.06,53.01
788.56,53.22
789.06,53.01
789.56,53.25
790.06,53.03
790.56,53.19
791.06,53.32
791.56,53.22
792.06,53.12
792.56,53.19
793.06,53.23
793.56,53.27
794.06,53.28
794.56,53.11
795.06,53.25
795.56,53.00
796.06,53.22
796.56,53.40
797.06,53.25
797.56,53.34
798.06,53.26
798.56,53.34
799.06,53.17
799.56,53.33
800.06,53.21
800.56,53.60
801.06,53.11
801.56,53.15
802.06,53.27
802.56,53.33
803.06,53.33
803.56,53.34
804.06,53.42
804.56,53.37
805.06,53.30
805.56,53.36
806.06,53.40
806.56,53.41
807.06,53.43
807.56,53.40
808.06,53.40
808.56,53.39
809.06,53.43
809.56,53.42
810.06,53.41
810.56,53.42
811.06,53.49
811.56,53.42
812.06,53.40
812.56,53.45
813.06,53.49
813.56,53.50
814.06,53.50
814.56,53.49
815.06,53.48
815.56,53.48
816.06,53.48
816.56,53.50
817.06,53.46
817.56,53.46
818.06,53.45
818.56,53.52
819.06,53.50
819.56,53.54
820.06,53.54
820.56,53.49
821.06,53.54
821.56,53.52
822.06,53.53
822.56,53.51
823.06,53.50
823.56,53.50
824.06,53.54
824.56,53.57
825.06,53.55
825.56,53.56
826.06,53.56
826.56,53.55
827.06,53.52
827.56,53.59
828.06,53.58
828.56,53.56
829.06,53.51
829.56,53.50
830.06,53.65
830.56,53.59
831.06,53.59
831.56,53.63
832.06,53.71
832.56,53.63
833.06,53.63
833.56,53.67
834.06,53.62
834.56,53.56
835.06,53.65
835.56,53.63
836.06,53.63
836.56,53.65
837.06,53.60
837.56,53.68
838.06,53.59
838.56,53.70
839.06,53.65
839.56,53.69
840.06,53.65
840.56,53.64
841.06,53.70
841.56,53.70
842.06,53.73
842.56,53.72
843.06,53.71
843.56,53.70
844.06,53.76
844.56,53.75
845.06,53.75
845.56,53.77
846.06,53.71
846.56,53.74
847.06,53.81
847.56,53.82
848.06,53.81
848.56,53.83
849.06,54.04
849.56,53.88
850.06,53.82
850.56,53.82
851.06,53.84
851.56,53.81
852.06,53.90
852.56,53.92
853.06,53.81
853.56,53.87
854.06,53.88
854.56,53.89
855.06,53.91
855.56,53.89
856.06,53.87
856.56,53.92
857.06,53.88
857.56,53.94
858.06,53.88
858.56,53.88
859.06,53.93
859.56,53.95
860.06,53.95
860.56,53.90
861.06,53.97
861.56,53.90
862.06,53.96
862.56,53.97
863.06,53.95
863.56,53.97
864.06,54.00
864.56,53.95
865.06,54.01
865.56,53.95
866.06,54.00
866.56,53.88
867.06,53.96
867.56,54.01
868.06,53.94
868.56,53.99
869.06,53.94
869.56,54.04
870.06,54.05
870.56,53.98
871.06,53.94
871.56,53.91
872.06,53.99
872.56,54.00
873.06,54.04
